Precip,NDVI,EVI,GPP,LSTDay,LSTNight,Elevation,RZSM,SURFSM,Clay,Sand,Silt,BD,In-Situ
0,0.6397,0.3634,0.035254,309.14,NaN,244,0.14121,0.10646,0,0,0,1.88,0.22933
33.308,0.6397,0.3634,0.035254,NaN,NaN,244,0.14828,0.19403,0,0,0,1.88,0.22996
0,0.6397,0.3634,0.035254,NaN,295.88,244,0.16041,0.21578,0,0,0,1.88,0.23067
0,0.6397,0.3634,0.035254,302.96,294.42,244,0.15487,0.1543,0,0,0,1.88,0.23063
0,0.6397,0.3634,0.035254,302.8,NaN,244,0.15102,0.13312,0,0,0,1.88,0.23033
0,0.6397,0.3634,0.035254,NaN,293.56,244,0.1493,0.1424,0,0,0,1.88,0.22967
9.5699,0.6397,0.3634,0.035254,NaN,NaN,244,0.16057,0.22515,0,0,0,1.88,0.23233
0,0.6397,0.3634,0.035254,306.24,294.42,244,0.15753,0.16177,0,0,0,1.88,0.23088
0,0.7397,0.4124,0.030155,303.5,294.9,244,0.15319,0.13605,0,0,0,1.88,0.23013
4.785,0.7397,0.4124,0.030155,304.94,293.7,244,0.15016,0.12294,0,0,0,1.88,0.22958
4.785,0.7397,0.4124,0.030155,304.62,NaN,244,0.15237,0.16768,0,0,0,1.88,0.22996
20.137,0.7397,0.4124,0.030155,300.72,NaN,244,0.15449,0.17445,0,0,0,1.88,0.232
0,0.7397,0.4124,0.030155,NaN,NaN,244,0.15678,0.20459,0,0,0,1.88,0.23021
20.137,0.7397,0.4124,0.030155,NaN,NaN,244,0.17319,0.25231,0,0,0,1.88,0.24688
20.137,0.7397,0.4124,0.030155,299.68,NaN,244,0.18036,0.23588,0,0,0,1.88,0.24558
20.137,0.7397,0.4124,0.030155,NaN,NaN,244,0.18107,0.2356,0,0,0,1.88,0.24008
0,0.7397,0.4124,0.049624,NaN,NaN,244,0.17757,0.20356,0,0,0,1.88,0.24263
0,0.7397,0.4124,0.049624,NaN,NaN,244,0.17858,0.2279,0,0,0,1.88,0.24513
16.327,0.7397,0.4124,0.049624,NaN,294.16,244,0.18777,0.25092,0,0,0,1.88,0.24567
0,0.7397,0.4124,0.049624,NaN,295.2,244,0.18502,0.20501,0,0,0,1.88,0.24708
0,0.7397,0.4124,0.049624,300.06,NaN,244,0.18098,0.18914,0,0,0,1.88,0.2495
0,0.7397,0.4124,0.049624,301.34,289.56,244,0.17718,0.16556,0,0,0,1.88,0.2495
0,0.7397,0.4124,0.049624,298.82,292.08,244,0.17484,0.16059,0,0,0,1.88,0.24879
0,0.7397,0.4124,0.049624,303.74,NaN,244,0.17245,0.15567,0,0,0,1.88,0.25137
14.404,0.6401,0.3353,0.027525,NaN,NaN,244,0.17113,0.1698,0,0,0,1.88,0.24992
14.404,0.6401,0.3353,0.027525,NaN,NaN,244,0.18364,0.26206,0,0,0,1.88,0.24879
0,0.6401,0.3353,0.027525,295.58,NaN,244,0.18645,0.22169,0,0,0,1.88,0.24863
0,0.6401,0.3353,0.027525,NaN,293.98,244,0.18205,0.19253,0,0,0,1.88,0.24654
0,0.6401,0.3353,0.027525,NaN,NaN,244,0.17849,0.17709,0,0,0,1.88,0.24754
0,0.6401,0.3353,0.027525,NaN,NaN,244,0.17716,0.18501,0,0,0,1.88,0.24646
0,0.6401,0.3353,0.027525,305.96,290.48,244,0.17664,0.20241,0,0,0,1.88,0.24767
0,0.6401,0.3353,0.027525,301.4,295.68,244,0.17299,0.17848,0,0,0,1.88,0.24546
0,0.6401,0.3353,0.04511,296.62,NaN,244,0.17137,0.18154,0,0,0,1.88,0.24671
0,0.6401,0.3353,0.04511,NaN,294.3,244,0.16861,0.16059,0,0,0,1.88,0.24667
0,0.6401,0.3353,0.04511,NaN,NaN,244,0.16549,0.13846,0,0,0,1.88,0.24538
0,0.6401,0.3353,0.04511,NaN,NaN,244,0.16389,0.13983,0,0,0,1.88,0.24371
10.929,0.6401,0.3353,0.04511,NaN,NaN,244,0.16737,0.20209,0,0,0,1.88,0.24475
0,0.6401,0.3353,0.04511,NaN,293.12,244,0.16605,0.1791,0,0,0,1.88,0.24283
28.259,0.6401,0.3353,0.04511,NaN,NaN,244,0.16558,0.19114,0,0,0,1.88,0.24613
0,0.6401,0.3353,0.04511,298.68,287.24,244,0.16362,0.16447,0,0,0,1.88,0.24137
0,0.7379,0.3775,0.034115,298.4,286.06,244,0.16131,0.14725,0,0,0,1.88,0.24183
0,0.7379,0.3775,0.034115,297.98,287.4,244,0.15905,0.13518,0,0,0,1.88,0.24087
0,0.7379,0.3775,0.034115,301.82,NaN,244,0.15691,0.12557,0,0,0,1.88,0.24054
0,0.7379,0.3775,0.034115,NaN,291.22,244,0.15503,0.119,0,0,0,1.88,0.23971
0,0.7379,0.3775,0.034115,301.8,290.74,244,0.15365,0.11736,0,0,0,1.88,0.24058
0,0.7379,0.3775,0.034115,302.46,291.06,244,0.15221,0.11853,0,0,0,1.88,0.24054
0,0.7379,0.3775,0.034115,302.64,NaN,244,0.15058,0.11596,0,0,0,1.88,0.24154
0,0.7379,0.3775,0.034115,NaN,NaN,244,0.14918,0.1126,0,0,0,1.88,0.23879
0,0.7379,0.3775,0.027909,302.9,287.22,244,0.14839,0.11169,0,0,0,1.88,0.23962
0,0.7379,0.3775,0.027909,302.18,291.86,244,0.14678,0.10559,0,0,0,1.88,0.23996
0,0.7379,0.3775,0.027909,302.9,NaN,244,0.14523,0.099466,0,0,0,1.88,0.23788
0,0.7379,0.3775,0.027909,NaN,NaN,244,0.14403,0.09912,0,0,0,1.88,0.23833
0,0.7379,0.3775,0.027909,NaN,288.96,244,0.14307,0.090194,0,0,0,1.88,0.23808
0,0.7379,0.3775,0.027909,NaN,283.4,244,0.14275,0.096319,0,0,0,1.88,0.23933
9.2094,0.7379,0.3775,0.027909,NaN,NaN,244,0.14267,0.10245,0,0,0,1.88,0.23987
0,0.7379,0.3775,0.027909,NaN,NaN,244,0.14155,0.094182,0,0,0,1.88,0.24067
0,0.5399,0.2471,0.017515,NaN,NaN,244,0.14187,0.10807,0,0,0,1.88,0.23871
0,0.5399,0.2471,0.017515,NaN,NaN,244,0.14119,0.10785,0,0,0,1.88,0.23821
0,0.5399,0.2471,0.017515,NaN,280.5,244,0.14136,0.11737,0,0,0,1.88,0.23838
0,0.5399,0.2471,0.017515,NaN,281.16,244,0.14142,0.12121,0,0,0,1.88,0.23887
0,0.5399,0.2471,0.017515,NaN,275.76,244,0.14082,0.11866,0,0,0,1.88,0.23867
0,0.5399,0.2471,0.017515,NaN,289.2,244,0.1404,0.11669,0,0,0,1.88,0.23683
0,0.5399,0.2471,0.017515,NaN,NaN,244,0.1398,0.11729,0,0,0,1.88,0.23554
0,0.5399,0.2471,0.017515,298.64,291.6,244,0.13959,0.12122,0,0,0,1.88,0.238
0,0.5399,0.2471,0.024163,294.66,NaN,244,0.13883,0.1183,0,0,0,1.88,0.23567
0,0.5399,0.2471,0.024163,NaN,NaN,244,0.13809,0.11254,0,0,0,1.88,0.23488
12.755,0.5399,0.2471,0.024163,NaN,NaN,244,0.15263,0.20482,0,0,0,1.88,0.23554
0,0.5399,0.2471,0.024163,296.02,284.9,244,0.15382,0.16491,0,0,0,1.88,0.23342
0,0.5399,0.2471,0.024163,NaN,285.64,244,0.1513,0.1477,0,0,0,1.88,0.23529
0,0.5399,0.2471,0.024163,301.72,NaN,244,0.1503,0.1547,0,0,0,1.88,0.23333
0,0.5399,0.2471,0.024163,297.08,285.6,244,0.14859,0.13854,0,0,0,1.88,0.23229
0,0.5399,0.2471,0.024163,301.76,284.12,244,0.14726,0.13067,0,0,0,1.88,0.2355
0,0.4885,0.2209,0.021784,296.08,287.66,244,0.14589,0.12324,0,0,0,1.88,0.23304
0,0.4885,0.2209,0.021784,294.9,280.24,244,0.14455,0.11333,0,0,0,1.88,0.23325
0,0.4885,0.2209,0.021784,294.62,NaN,244,0.14328,0.10523,0,0,0,1.88,0.23092
0,0.4885,0.2209,0.021784,294.64,279.68,244,0.14248,0.10221,0,0,0,1.88,0.23008
0,0.4885,0.2209,0.021784,298.42,280.88,244,0.14155,0.097422,0,0,0,1.88,0.23004
0,0.4885,0.2209,0.021784,297.44,284.04,244,0.14104,0.099005,0,0,0,1.88,0.23338
0,0.4885,0.2209,0.021784,301.44,283,244,0.14045,0.099846,0,0,0,1.88,0.23167
0,0.4885,0.2209,0.021784,NaN,286.36,244,0.14004,0.10216,0,0,0,1.88,0.23196
0,0.4885,0.2209,0.014578,NaN,NaN,244,0.13987,0.10662,0,0,0,1.88,0.23083
0,0.4885,0.2209,0.014578,NaN,NaN,244,0.13956,0.10717,0,0,0,1.88,0.23204
62.201,0.4885,0.2209,0.014578,NaN,NaN,244,0.14727,0.17853,0,0,0,1.88,0.23342
0,0.4885,0.2209,0.014578,NaN,NaN,244,0.15974,0.21283,0,0,0,1.88,0.23279
0,0.4885,0.2209,0.014578,NaN,NaN,244,0.16205,0.21683,0,0,0,1.88,0.23238
0,0.4885,0.2209,0.014578,290.86,286.86,244,0.1612,0.18784,0,0,0,1.88,0.23304
0,0.4885,0.2209,0.014578,291.88,284.04,244,0.1594,0.17033,0,0,0,1.88,0.23254
0,0.4885,0.2209,0.014578,NaN,NaN,244,0.15905,0.17525,0,0,0,1.88,0.23258
27.582,0.6003,0.2462,0.011218,NaN,NaN,244,0.16826,0.23604,0,0,0,1.88,0.23392
13.791,0.6003,0.2462,0.011218,NaN,NaN,244,0.17459,0.2489,0,0,0,1.88,0.23364
0,0.6003,0.2462,0.011218,NaN,NaN,244,0.17501,0.21787,0,0,0,1.88,0.28425
0,0.6003,0.2462,0.011218,NaN,288.4,244,0.17283,0.1953,0,0,0,1.88,0.25408
0,0.6003,0.2462,0.011218,NaN,NaN,244,0.17134,0.18183,0,0,0,1.88,0.25833
0,0.6003,0.2462,0.011218,NaN,291.22,244,0.17089,0.18424,0,0,0,1.88,0.25679
34.617,0.6003,0.2462,0.011218,NaN,NaN,244,0.18946,0.27944,0,0,0,1.88,0.25912
0,0.6003,0.2462,0.011218,NaN,NaN,244,0.18674,0.21265,0,0,0,1.88,0.42656
0,0.6003,0.2462,0.018981,NaN,278.2,244,0.18567,0.21895,0,0,0,1.88,0.4281
0,0.6003,0.2462,0.018981,293.32,283.5,244,0.18388,0.19853,0,0,0,1.88,0.38192
0,0.6003,0.2462,0.018981,294.32,NaN,244,0.18294,0.19261,0,0,0,1.88,0.33333
0,0.6003,0.2462,0.018981,NaN,283.8,244,0.1825,0.19296,0,0,0,1.88,0.3015
0,0.6003,0.2462,0.018981,291.16,277.76,244,0.18103,0.17698,0,0,0,1.88,0.28795
5.5735,0.6003,0.2462,0.018981,NaN,278.78,244,0.18037,0.17578,0,0,0,1.88,0.28192
8.3707,0.6003,0.2462,0.018981,292.56,NaN,244,0.18117,0.19246,0,0,0,1.88,0.27604
8.3707,0.503,0.1972,0.01118,NaN,NaN,244,0.1811,0.19513,0,0,0,1.88,0.27629
50.224,0.503,0.1972,0.01118,NaN,NaN,244,0.19125,0.26687,0,0,0,1.88,0.27581
0,0.503,0.1972,0.01118,281.46,279.2,244,0.1986,0.20524,0,0,0,1.88,0.35325
0,0.503,0.1972,0.01118,286.3,271.72,244,0.19779,0.19862,0,0,0,1.88,0.2975
0,0.503,0.1972,0.01118,NaN,274.34,244,0.19733,0.19897,0,0,0,1.88,0.29143
0,0.503,0.1972,0.0079829,287.44,276.22,244,0.19671,0.1986,0,0,0,1.88,0.28629
0,0.503,0.1972,0.0079829,NaN,NaN,244,0.1962,0.20025,0,0,0,1.88,0.28308
0,0.503,0.1972,0.0079829,283.72,NaN,244,0.19627,0.20706,0,0,0,1.88,0.27892
0,0.503,0.1972,0.0079829,NaN,NaN,244,0.19622,0.20995,0,0,0,1.88,0.27708
0,0.503,0.1972,0.0079829,NaN,NaN,244,0.1984,0.23919,0,0,0,1.88,0.27454
17.982,0.503,0.1972,0.0079829,NaN,NaN,244,0.20422,0.26069,0,0,0,1.88,0.27437
66.359,0.503,0.1972,0.0079829,NaN,NaN,244,0.20723,0.26959,0,0,0,1.88,0.28156
0,0.4573,0.1836,0.010219,NaN,276.7,244,0.22066,0.2184,0,0,0,1.88,0.43228
0,0.4573,0.1836,0.010219,290.76,279.3,244,0.22069,0.22993,0,0,0,1.88,0.389
0,0.4573,0.1836,0.010219,287.76,278.54,244,0.21986,0.22442,0,0,0,1.88,0.31771
0,0.4573,0.1836,0.010219,NaN,276.08,244,0.21931,0.22336,0,0,0,1.88,0.29871
0,0.4573,0.1836,0.010219,NaN,280.04,244,0.21984,0.23697,0,0,0,1.88,0.29021
0,0.4573,0.1836,0.014059,NaN,NaN,244,0.21927,0.23264,0,0,0,1.88,0.28487
0,0.4573,0.1836,0.014059,NaN,NaN,244,0.21941,0.23561,0,0,0,1.88,0.28104
25.565,0.4573,0.1836,0.014059,NaN,NaN,244,0.21933,0.2355,0,0,0,1.88,0.27983
0,0.4573,0.1836,0.014059,290.8,NaN,244,0.22031,0.24647,0,0,0,1.88,0.32765
0,0.4573,0.1836,0.014059,290.26,281.68,244,0.22077,0.23645,0,0,0,1.88,0.30721
0,0.4573,0.1836,0.014059,NaN,280.04,244,0.21939,0.22463,0,0,0,1.88,0.3
0,0.4573,0.1836,0.014059,NaN,NaN,244,0.22312,0.26031,0,0,0,1.88,0.30042
0,0.4573,0.1836,0.014059,NaN,276.96,244,0.22243,0.23437,0,0,0,1.88,0.32223
0,0.5531,0.255,0.0065439,284.26,272.2,244,0.2209,0.21976,0,0,0,1.88,0.317
0,0.5531,0.255,0.0065439,NaN,274.24,244,0.22013,0.21692,0,0,0,1.88,0.3032
33.206,0.5531,0.255,0.0065439,NaN,NaN,244,0.22011,0.2271,0,0,0,1.88,0.29696
22.137,0.5531,0.255,0.0065439,NaN,NaN,244,0.22613,0.27257,0,0,0,1.88,0.29467
33.206,0.5531,0.255,0.0065439,NaN,NaN,244,0.22621,0.26172,0,0,0,1.88,0.31633
11.069,0.5531,0.255,0.0065439,NaN,NaN,244,0.23228,0.2855,0,0,0,1.88,0.38829
3.8266,0.4218,0.1893,0.0078537,NaN,NaN,244,0.25966,0.2686,0,0,0,1.88,0.38044
0,0.4218,0.1893,0.0078537,NaN,272.72,244,0.25788,0.25984,0,0,0,1.88,0.325
0,0.4218,0.1893,0.0078537,278.58,276.24,244,0.2573,0.26707,0,0,0,1.88,0.30145
0,0.4218,0.1893,0.0078537,280.22,271.82,244,0.25666,0.272,0,0,0,1.88,0.2859
0,0.4218,0.1893,0.0078537,280.46,271.6,244,0.25597,0.27226,0,0,0,1.88,0.28708
0,0.4218,0.1893,0.0078537,NaN,274.52,244,0.25565,0.27551,0,0,0,1.88,0.27971
0,0.4218,0.1893,0.0078537,NaN,NaN,244,0.25457,0.2672,0,0,0,1.88,0.27779
22.45,0.4218,0.1893,0.0066525,NaN,279.54,244,0.25399,0.26382,0,0,0,1.88,0.2755
0,0.4218,0.1893,0.0066525,NaN,279.66,244,0.26025,0.30446,0,0,0,1.88,0.42871
0,0.4218,0.1893,0.0066525,276.94,271.14,244,0.25687,0.27987,0,0,0,1.88,0.392
0,0.4218,0.1893,0.0066525,283.02,270.54,244,0.25549,0.27528,0,0,0,1.88,0.31911
0,0.4218,0.1893,0.0066525,282.16,275.5,244,0.25464,0.27173,0,0,0,1.88,0.31027
0,0.4218,0.1893,0.0066525,285.96,273.68,244,0.25366,0.26642,0,0,0,1.88,0.28982
10.339,0.4218,0.1893,0.0066525,NaN,NaN,244,0.25401,0.27662,0,0,0,1.88,0.28971
0,0.4218,0.1893,0.0066525,NaN,NaN,244,0.25242,0.26435,0,0,0,1.88,0.28454
4.1723,0.4213,0.1597,0.0033482,282,NaN,244,0.25187,0.26247,0,0,0,1.88,0.28175
0,0.4213,0.1597,0.0033482,273.16,273.7,244,0.25105,0.25792,0,0,0,1.88,0.275
0,0.4213,0.1597,0.0033482,NaN,267.44,244,0.25054,0.25423,0,0,0,1.88,0.273
4.1723,0.4213,0.1597,0.0033482,NaN,NaN,244,0.25046,0.25777,0,0,0,1.88,0.27341
0,0.4213,0.1597,0.0033482,NaN,NaN,244,0.25274,0.28734,0,0,0,1.88,0.27208
48.703,0.4213,0.1597,0.0033482,NaN,NaN,244,0.26344,0.31772,0,0,0,1.88,0.39538
0,0.4213,0.1597,0.0033482,NaN,NaN,244,0.26422,0.29474,0,0,0,1.88,0.432
0,0.4213,0.1597,0.0033482,280.64,269.68,244,0.25974,0.28693,0,0,0,1.88,0.42743
0,0.4213,0.1597,0.010903,NaN,NaN,244,0.2587,0.29238,0,0,0,1.88,0.42855
11.09,0.4213,0.1597,0.010903,NaN,NaN,244,0.25985,0.30587,0,0,0,1.88,0.42967
19.011,0.4213,0.1597,0.010903,279.26,NaN,244,0.26278,0.30031,0,0,0,1.88,0.43143
0,0.4213,0.1597,0.010903,284.08,NaN,244,0.25957,0.28509,0,0,0,1.88,0.43159
0,0.4213,0.1597,0.010903,285.7,275.74,244,0.25785,0.28166,0,0,0,1.88,0.43005
0,0.4213,0.1597,0.010903,288.64,274.44,244,0.25695,0.27983,0,0,0,1.88,0.43182
0,0.4213,0.1597,0.010903,NaN,283.12,244,0.25672,0.28407,0,0,0,1.88,0.41544
0,0.4213,0.1597,0.010903,NaN,281.08,244,0.25678,0.28671,0,0,0,1.88,0.34004
0,0.4234,0.1748,0.010668,NaN,NaN,244,0.25588,0.28121,0,0,0,1.88,0.30779
46.323,0.4234,0.1748,0.010668,288,NaN,244,0.26696,0.3191,0,0,0,1.88,0.38696
0,0.4234,0.1748,0.010668,284.34,277.58,244,0.26734,0.28988,0,0,0,1.88,0.417
0,0.4234,0.1748,0.010668,283.82,274.56,244,0.26246,0.28242,0,0,0,1.88,0.42
0,0.4234,0.1748,0.010668,NaN,NaN,244,0.26029,0.28021,0,0,0,1.88,0.39917
0,0.4234,0.1748,0.010668,287.04,271.84,244,0.25866,0.28002,0,0,0,1.88,0.32862
0,0.4234,0.1748,0.010668,284.7,275.46,244,0.25777,0.27971,0,0,0,1.88,0.30546
0,0.4234,0.1748,0.010668,NaN,NaN,244,0.25678,0.2779,0,0,0,1.88,0.29685
0,0.4234,0.1748,0.0089189,NaN,NaN,244,0.25594,0.27415,0,0,0,1.88,0.2898
0,0.4234,0.1748,0.0089189,285.58,268.32,244,0.25498,0.26879,0,0,0,1.88,0.27433
0,0.4234,0.1748,0.0089189,288.4,NaN,244,0.25414,0.26608,0,0,0,1.88,0.27841
0,0.4234,0.1748,0.0089189,280.82,274.76,244,0.25328,0.26203,0,0,0,1.88,0.27473
0,0.4234,0.1748,0.0089189,NaN,NaN,244,0.25242,0.25877,0,0,0,1.88,0.27456
36.362,0.4234,0.1748,0.0089189,NaN,NaN,244,0.25576,0.28714,0,0,0,1.88,0.32154
12.69,0.4234,0.1748,0.0089189,282.96,NaN,244,0.27587,0.31681,0,0,0,1.88,0.41971
0,0.4234,0.1748,0.0089189,NaN,276.04,244,0.26563,0.29022,0,0,0,1.88,0.42208
0,0.4604,0.2463,0.014424,NaN,274.04,244,0.26183,0.28504,0,0,0,1.88,0.42281
0,0.4604,0.2463,0.014424,NaN,NaN,244,0.25981,0.28282,0,0,0,1.88,0.4193
0,0.4604,0.2463,0.014424,NaN,NaN,244,0.25849,0.28458,0,0,0,1.88,0.33858
0,0.4604,0.2463,0.014424,NaN,NaN,244,0.25818,0.28924,0,0,0,1.88,0.30167
16.256,0.4604,0.2463,0.014424,NaN,NaN,244,0.26,0.30428,0,0,0,1.88,0.29392
32.512,0.4604,0.2463,0.014424,NaN,NaN,244,0.26369,0.31109,0,0,0,1.88,0.39583
16.256,0.4604,0.2463,0.014424,NaN,NaN,244,0.27303,0.32378,0,0,0,1.88,0.41621
0,0.4604,0.2463,0.014424,NaN,NaN,244,0.26748,0.29458,0,0,0,1.88,0.41633
0,0.4604,0.2463,0.01784,NaN,NaN,244,0.26412,0.28933,0,0,0,1.88,0.41742
0,0.4604,0.2463,0.01784,NaN,NaN,244,0.26183,0.28358,0,0,0,1.88,0.3975
0,0.4604,0.2463,0.01784,291.72,277.1,244,0.26095,0.28868,0,0,0,1.88,0.32219
0,0.4604,0.2463,0.01784,293.44,279.36,244,0.25989,0.28866,0,0,0,1.88,0.30778
0,0.4604,0.2463,0.01784,NaN,281.46,244,0.25958,0.29235,0,0,0,1.88,0.29554
0,0.4604,0.2463,0.01784,285.72,280.58,244,0.26411,0.30868,0,0,0,1.88,0.41267
26.537,0.4604,0.2463,0.01784,NaN,NaN,244,0.262,0.29991,0,0,0,1.88,0.41013
0,0.4604,0.2463,0.01784,NaN,NaN,244,0.26485,0.30569,0,0,0,1.88,0.407
0,0.4114,0.1722,0.021729,291.88,274.96,244,0.26183,0.29237,0,0,0,1.88,0.39059
0,0.4114,0.1722,0.021729,284.48,279.96,244,0.2602,0.28721,0,0,0,1.88,0.32938
0,0.4114,0.1722,0.021729,291.68,NaN,244,0.25895,0.28482,0,0,0,1.88,0.30878
0,0.4114,0.1722,0.021729,NaN,NaN,244,0.25791,0.28089,0,0,0,1.88,0.29188
11.752,0.4114,0.1722,0.021729,295.58,NaN,244,0.25702,0.27839,0,0,0,1.88,0.28904
0,0.4114,0.1722,0.021729,NaN,NaN,244,0.25604,0.27803,0,0,0,1.88,0.28483
31.111,0.4114,0.1722,0.021729,NaN,NaN,244,0.26326,0.31048,0,0,0,1.88,0.41092
5.1852,0.4114,0.1722,0.021729,NaN,NaN,244,0.26092,0.29609,0,0,0,1.88,0.39942
0,0.4114,0.1722,0.027141,NaN,NaN,244,0.26527,0.3096,0,0,0,1.88,0.38967
0,0.4114,0.1722,0.027141,294.66,285.38,244,0.26168,0.29492,0,0,0,1.88,0.41296
0,0.4114,0.1722,0.027141,300.4,286.42,244,0.26029,0.29071,0,0,0,1.88,0.39863
0,0.4114,0.1722,0.027141,292.94,291.42,244,0.25821,0.2806,0,0,0,1.88,0.334
